ID;Reg. kód;Název;Navrhovatel;UČO;Role MU;Středisko;Pracoviště;Anotace
104450;0807/2020;The use of irreversible electroporation and high-frequency irreversible electroporation for the treatment of metallic stent occlusions;Andrašina Tomáš, MUDr. Ph.D.;51232;Příjemce-koordinátor;LF;Klinika radiologie a nukleární medicíny;"A woman's experience of perinatal care is a topic that is increasingly discussed in the scientific literature. This is reflected in the growing number of tools that can be used to assess patient experience (PREM's). Ensuring safe and quality care for women is a public health priority. Therefore, our research focuses on mothers' experiences of prenatal and perinatal care in the Czech Republic and their assessment using the standardized questionnaire ""PreMaPEQ"" (Pregnancy and Motherhood Questionnaire for Women), which was developed in Norway. Based on the evaluation, a methodology and educational materials will be proposed to optimise the situation in the system of antenatal and perinatal care. The methodology and educational materials will be tested in clinical practice."
104431;0806/2020;The use of computer-aided design and 3D printing for anaesthetic management in a paediatric patient with facial cleft defects;Joukal Marek, doc. MUDr. Ph.D.;258796;Partner;LF;Anatomický ústav;Recent progress in DNA sequencing of tumor samples brought an extensive amount of genomic data that could allow the stratification of cancer patients and the selection of targeted therapy based on frequent recurrent genetic changes. While some genetic changes have already been associated with acquired vulnerabilities that could lead to new treatment options, this trove of genomic data remains mostly unexplored.
104430;0805/2020;Study of the influence of anatomical identification of pelvic autonomic plexuses and their perioperative neurophysiological monitoring during total mesorectal excision on the quality of life of patients after rectal cancer;Joukal Marek, doc. MUDr. Ph.D.;258796;Příjemce-koordinátor;LF;Anatomický ústav;Malignant melanoma and glioblastoma multiforme are aggressive tumours of neuroectodermal origin with limited treatment options, which also share a high frequency of deletions of the short arm of chromosome 9 at position 21.3 (9p21.3). The deletion leads to a loss of critical tumor suppressor genes CDKN2A and CDKN2B, providing a selective growth advantage to cancer cells, but other nearby genes are often co-deleted. Among them, the MTAP gene encodes an enzyme of the methionine salvage pathway, which plays a vital role in polyamine and purine metabolism. In the proposed project, we will analyze the therapeutic potential of targeting the MTAP co-deletion as a cancer-specific metabolic liability. Other co-deletions with potential implications for cancer cell metabolism and growth will also be studied as potential vulnerabilities.
104410;0804/2020;Pathogen-induced senescence as a trigger for Alzheimer's disease;Bohačiaková Dáša, Mgr. Ph.D.;123980;Příjemce-koordinátor;LF;Ústav histologie a embryologie;In melanoma, the most common genetic changes are BRAF and NRAS mutations. They cause over-activation of the ERK MAPK signaling pathway, promoting cancer cell survival and proliferation. BRAF inhibitors can lead to therapeutic response in melanoma patients, but resistance commonly emerges. Therefore, there is a need for additional treatment options. New research suggests that the oncogenic mutations cause strong cancer cell dependence on negative feedback regulation in the ERK pathway and can impact on cell metabolism and responses to stress. We plan to determine the therapeutic potential of targeting several potential vulnerabilities directly connected with the mutations of the BRAF and NRAS genes in melanoma in the proposed project.
104390;0803/2020;Care of women with hereditary breast and ovarian cancer and their relatives in relation to the level of hereditary risk - analysis of factors influencing diagnostic and therapeutic management;Dušek Ladislav, prof. RNDr. Ph.D.;670;Partner;LF;Inst.biostatistiky a analýz;Bardet-Biedl syndrome (BBS) is a systemic, rare autosomal-recessive ciliopathy, with a prevalence around 1:150,000 in North America and Europe. This makes BBS the most common non-lethal ciliopathy involving early onset visual impairment. Virtually all patients suffer from a progressive retinal degeneration, typically diagnosed in early childhood. The molecular pathogenesis of the retinal degeneration present in patients carrying a specific BBS mutation is completely unknown. Efforts have been made to develop an early intervention to treat the inherited retinal degeneration diseases including BBS, with minimal success so far.
104370;0802/2020;Effect of anaesthetic management on the development of postoperative delirium in paediatric patients undergoing adenotomy or adenotomy associated with frenulum dissection and/or microscopy: a prospective randomised controlled trial;Urík Milan, doc. MUDr. Ph.D.;141920;Partner;LF;Klinika dětské ORL; Here we aim to employ patient-specific human induced pluripotent stem cell (hiPSC) technology to closely investigate the molecular pathogenesis of the BBS-related retinal degeneration. We will use hiPSC-derived retinal organoids and retinal pigmented epithelium (RPE) cells in order to develop a high-throughput system for functional diagnostics of specific mutations present in BBS, and for their targeted pharmacotherapy.
104350;0801/2020;Hair cortisol: an innovative tool for long-term monitoring of patients with disorders in the hypothalamo-pituitary system.;Peš Ondřej, Mgr. Ph.D.;63698;Příjemce-koordinátor;LF;Biochemický ústav;"Scoliosis is a complex curvature of the spine with a three-dimensional expression. It affects not only the musculoskeletal system, the development of thoracic and abdominal organs, but also the quality of life and subsequent social integration of patients in adulthood. Although it is one of the most common spinal deformities, its exact cause is still unknown. From the point of view of therapeutic management, the determination of the risk of spinal curvature progression is crucial, which is currently based mainly on clinical and radiological assessment; however, the exact prediction of curve progression in patients with idiopathic scoliosis is still difficult and individual for each patient.  "
104311;0799/2020;Safety and efficacy of olanzapine therapy in psychosis: influence of genetic and epigenetic factors - covariates of treatment response;Vašků Anna, prof. MUDr. CSc.;122;Partner;LF;Ústav patologické fyziologie; Non-coding RNAs (ncRNAs) have been shown in recent years to be valuable and promising biomarkers in a wide range of human diseases. Short non-coding sncRNAs are by far one of the most studied molecules, particularly a specific subset of RNA transcripts consisting of 18-25 nucleotides called microRNAs (miRNAs). miRNAs have also been shown to be an important factor in relation to bone morphogenesis and osteoclastogenesis. This has made them interesting biomolecules to observe and study the molecular causes of idiopathic scoliosis. The present project focuses on the global profiling of miRNAs circulating in serum and on the determination of biochemical markers that are currently used to monitor bone metabolism in patients with idiopathic scoliosis. The aim is not only to compare with the profile of healthy individuals without degenerative changes in the spine, but also to monitor the dynamics of the levels of candidate molecules and correlate them with the clinical course of the disease to identify biomarkers that can be used to determine the risk of disease progression early and to adequately adjust the therapeutic approach.
104310;0798/2020;Use of phosphodiesterases for therapeutic manipulation of cartilage and bone cells;Fafílek Bohumil, Mgr. Ph.D.;237351;Příjemce-koordinátor;LF;Biologický ústav;Current active methods of metallic stent occlusion management are ineffective, limited by the technical possibilities of endoluminal ablation tools or mechanical recanalization methods. The project deals with the possibilities of solving metallic stent occlusion using non-thermal ablation techniques - irreversible electroporation and high-frequency irreversible electroporation in a biological tissue model. The results will be based on the evaluation of current and resistance characteristics during ablation, histopathological and immunohistochemical assessment of tissue viability after ablation and extent of necrosis. The aim of the project is to develop a tool for recanalization of closed metallic stents in clinical practice.
104271;0795/2020;ProstaPilot. Prostate cancer screening with MRI with a shortened protocol;Májek Ondřej, RNDr. Ph.D.;150629;Partner;LF;Inst.biostatistiky a analýz;Congenital developmental defects of the orofacial region are the most common congenital defects in children, occurring in the Czech Republic with an incidence of 1.8 children with clefts per 1000 healthy births. Care for children with cleft facial defects is multidisciplinary, centralized and takes place from birth to adulthood. At the University Hospital Brno, the Centre for the Treatment of Facial Clefts (CLRO) provides treatment for patients with orofacial clefts. The main specialties that form the basis of CLRO include plastic surgery, paediatric anaesthesiology and neonatology.  Patients with facial cleft defects are divided into 2 main groups according to the embryological causes of the cleft: 1/ patients with cleft lip, cleft jaw, without or with cleft palate (called total cleft) and 2/ patients with isolated cleft soft and hard palate. Anesthesia in children with orofacial cleft is specific not only to the age of the patients, but mainly to the cleft defect itself. Anesthetic management, and especially intubation of these patients, are often difficult due to the nature of the defect with frequent complications such as difficult intubation, desaturation, laryngospasm or bradycardia. In addition, approximately 90% of patients also experience soft tissue injury to the lip, alveolus, palate, nasal septum, as well as bony structures of the premaxilla and nasal septum during intubation. To facilitate intubation, improve anaesthetic management and increase the safety of anaesthesia in children with facial cleft defects, we have developed a customised protective 3D silicone obturator to be used during intubation to cover the alveolar arch and palatal defect. Based on the 3D scan, a mold will be printed on a 3D printer to cast the protective 3D obturator. The use of a protective 3D obturator can facilitate intubation of patients with facial cleft defects, reduce the incidence of anesthetic complications, and protect the soft and hard tissues of the palate and maxilla during intubation.
104212;0792/2020;To deepen the knowledge of the etiopathogenesis of Malignant Hyperthermia (MH) and to improve the diagnostic algorithm of MH for the Czech population.;Fajkusová Lenka, doc. RNDr. CSc.;29792;Příjemce-koordinátor;LF;Interní hematol.a onkol.klinika;Total mesorectal excision (TME) is the basic surgical method of rectal removal in malignancies. Despite a properly performed surgical technique, a significant proportion of patients experience sexual, urological and anal dysfunctions due to damage to the vegetative plexuses in the pelvis. From a clinical and anatomical point of view, the position of the plexuses and their transition to the rectum is unclear. From a functional point of view, the involvement of parasympathetic nerve fibres at the level of the 2nd-4th sacral vertebrae is particularly problematic. The main aim of the proposed project is to improve the quality of life of patients after TME on the basis of intraoperative neuromonitoring of pelvic plexuses, immunohistochemical detection of nerve fibers in the resection, supplemented by an anatomical study of the position of autonomic plexuses on cadaveric material. Patients' quality of life after the procedure will be verified by a clinical sexologist and urologist in addition to a questionnaire survey. Based on the results, a clinical protocol will be developed that can be used to predict the occurrence of sexual, urological and anal dysfunctions in the individual patient.
104211;0790/2020;Advanced methods of optimization of anesthesiological procedure and their influence on the course and outcome of scoliosis surgery, especially in children;Repko Martin, prof. MUDr. Ph.D.;56089;Partner;LF;Ortopedická klinika;The overall goal of this project is to identify clinically relevant biomarkers of Alzheimer's disease based on the study of molecular mechanisms leading to the Alzheimer's disease phenotype. We hypothesize that infection of the brain by pathogens is one of the initial triggering factors leading to the accumulation of Aβ oligomers. This Aβ deposition is followed by the induction of cellular senescence in neurons and/or glia, which subsequently leads to inflammation, neuronal loss and dementia via SASP production. By combining samples from clinically well-defined patients, a unique stem cell-based model of brain organoids, and strong expertise in neurodifferentiation, aging, and SASP, we will be able to identify novel factors that specifically contribute to the initiation of AD. Importantly, based on data from in vitro analyses, we will focus on identifying relevant biomarkers that could be used to identify AD initiation from blood or cerebrospinal fluid. Because AD likely begins decades before the actual onset of the disease, we believe that studying these two processes will contribute to knowledge with potential relevance to patient treatment.
104190;0788/2020;Study of microbial dysbiosis and microRNA deregulation for individualization of therapeutic approach to pediatric patients with non-specific intestinal inflammation;Jabandžiev Petr, doc. MUDr. Ph.D.;101586;Partner;LF;Pediatrická klinika;Ovarian carcinoma represents a heterogeneous group of diseases in relation to tumour morphology and biological behaviour. The identified risk factors include mainly genetic predisposition. The newly introduced genetic testing of all patients with ovarian cancer allows more accurate identification of characteristics typical of hereditary and sporadic forms of the disease. A pilot project to collect comprehensive data on the results of genetic testing and their correlation with clinical and epidemiological characteristics will enable the formulation of recommendations for optimising primary, secondary and tertiary prevention in patients and healthy women at increased risk of ovarian cancer, as well as cost-benefit analysis. The establishment of centres for the preventive care of people at increased risk of cancer and the creation of an information portal to improve awareness of hereditary cancers will be initiated in the presenting institutions. The need for individualised care for both sick and healthy mutation carriers will be mapped, including with regard to regional distribution and cost.
104170;0787/2020;New non-invasive molecular biological approaches to characterization and monitoring of glioblastoma multiforme;Vybíhal Václav, MUDr. Ph.D.;33992;Partner;LF;Neurochirurgická klinika;Postoperative delirium (ED) is a serious complication in the postoperative period in
104130;0785/2020;Computer-Aided deFEcts and anomaly detection, Identification and classificatioN;Kozubek Michal, prof. RNDr. Ph.D.;3740;Partner;FI;Kat.vizuální informatiky;pediatric anesthesia. It is defined as a state of psychomotor restlessness,
104090;0783/2020;Multilayered cellular biomaterial for one-step total skin replacement: from laboratory to clinical application;Lipový Břetislav, doc. MUDr. Ph.D., MBA, LL.M.;60248;Příjemce-koordinátor;LF;Klinika popálenin a plast.chirurgie;perceptual disturbance and agitation of the child, which can occur in up to 80% of cases
104070;0782/2020;Transcriptome analysis and DNA methylation in patients with focal cortical dysplasia;Brázdil Milan, prof. MUDr. Ph.D.;2042;Příjemce-koordinátor;LF;I. neurologická klinika;after the end of anaesthesia. ED has a negative impact on morbidity and mortality of
104050;0781/2020;Mechanism of cellular stress response in prediction of pancreatic cancer prognosis;Vaňhara Petr, doc. RNDr. Ph.D.;43385;Příjemce-koordinátor;LF;Ústav histologie a embryologie;pediatric patients in the postoperative period. One of the potential
104010;0779/2020;Community risk mitigation programs for falls: Impact on active and healthy aging and cost of long-term care;Dobšák Petr, prof. MUDr. CSc.;2544;Partner;LF;Klinika tělovýchov.lékařství a rehab.;risk factors for the development of ED is sevoflurane, which is currently
103870;0772/2020;Investigating the mechanical forces of the stroma in the development of branching organs;Sumbalová Koledová Zuzana, Mgr. Ph.D.;233399;Příjemce;LF;Ústav histologie a embryologie;used for the vast majority of general anaesthesia in the paediatric population in the
103730;0763/2020;Prophylaxis of colibacillosis in piglets with probiotics synthesizing antimicrobial substances;Šmajs David, prof. MUDr. Ph.D.;1116;Příjemce-koordinátor;LF;Biologický ústav;Czech Republic. The
103632;0758/2020;Use of circulating microRNAs as biomarkers of treatment response and risk of early progression in patients with hepatocellular carcinoma and liver metastases of colorectal cancer treated with interventional radiology;Juráček Jaroslav, Mgr. Ph.D.;258883;Příjemce-koordinátor;LF;Biologický ústav;incidence of ED is highest in the first 10-30 minutes after
103590;0754/2020;Detection and screening of human sperm damage: development of a novel diagnostic and separation system for acrosome analysis.;Ventruba Pavel, prof. MUDr. DrSc., MBA;1779;Příjemce-koordinátor;LF;Gynekologicko-porodnická klinika;emergence from anaesthesia, and in preschool children undergoing
103430;0740/2020;Use of MALDI-TOF mass spectrometry for identification of molecular patterns in relapsed multiple myeloma patients;Ševčíková Sabina, doc. RNDr. Ph.D.;18245;Příjemce-koordinátor;LF;Ústav patologické fyziologie;ENT surgery. Currently, only limited
103410;0738/2020;Pregnancy Via Telemedicine Follow-up in COVID;Klugar Miloslav, PhDr. Ph.D.;242191;Partner;LF;Inst.biostatistiky a analýz;data
103290;0732/2020;Synergy of lytic bacteriophages and antibiotics in the therapy of topical infections of Staphylococcus aureus;Botka Tibor, Mgr. Ph.D.;177238;Příjemce;PřF;Odd.genetiky a molekulární biologie;are available
103270;0730/2020;The impact of stress in early ontogeny on health status in later life and personalized prevention: Application to Preventive Approaches in PErsonalized Medicine (APPEL);Čuta Martin, Mgr. Ph.D.;39803;Příjemce;PřF;Ústav antropologie;comparing the effect of anaesthesia method on the incidence of ED in paediatric
103232;0727/2020;Test panels with antimicrobial activity for MIC determination and epidemiological and comparative studies;Pantůček Roman, doc. RNDr. Ph.D.;842;Partner;PřF;Odd.genetiky a molekulární biologie;patients. The
103070;0715/2020;Cutibacterium acnes in prostate cancer as an independent risk factor in patients with negative biopsy findings and a biomarker to differentiate indolent and aggressive forms of the disease;Šána Jiří, doc. Mgr. Ph.D.;184506;Příjemce-koordinátor;LF;Biologický ústav;aim of this randomized controlled trial is to compare the effect of
102890;0704/2020;Characterizing visual snow for diagnosis and therapy: the role of the connectome and cognitive mechanisms;Sojka Petr, Mgr. Ph.D.;263433;Příjemce;LF;Psychiatrická klinika;two standard anesthetic procedures on the incidence of ED in
102851;0703/2020;Effect of ER stress on cellular communication in human pathology;Bosáková Michaela, Mgr. Ph.D.;106056;Příjemce-koordinátor;LF;Biologický ústav;pediatric patients (2-10 years) undergoing adenotomy or adenotomy
102870;0702/2020;Genome-wide analysis of colonic mucosal Enterobacteriaceae in colorectal neoplasia and idiopathic intestinal inflammation;Šmajs David, prof. MUDr. Ph.D.;1116;Partner;LF;Biologický ústav;associated with frenulum dissection and/or microscopy.
102850;0701/2020;Development of a new direct diagnostic for the causative agent of syphilis, Treponema pallidum subsp. pallidum;Šmajs David, prof. MUDr. Ph.D.;1116;Příjemce;LF;Biologický ústav;Inhalation induction of anesthesia with sevoflurane and subsequent management of anesthesia
102570;0681/2020;Potentially toxic elements in mushrooms and vegetables grown in cities in Austria and the Czech Republic;Zvěřina Ondřej, RNDr. Ph.D.;175365;Příjemce-koordinátor;LF;Ústav veřejného zdraví;with sevoflurane (control group)
102030;0647/2020;Czech-Norway Evidence-Based Helathcare Collaboration;Klugar Miloslav, PhDr. Ph.D.;242191;Příjemce-koordinátor;LF;Inst.biostatistiky a analýz;will be compared
102010;0646/2020;New insights into the pathogenesis of prostate cancer;Masařík Michal, prof. RNDr. Ph.D.;21142;Příjemce-koordinátor;LF;Ústav patologické fyziologie;with intravenous induction of anesthesia
101950;0642/2020;Hybrid biocompatible nanocatalysts for bioorthogonal activation of prodrugs;Pekařík Vladimír, Mgr. Dr.;115466;Partner;LF;Fyziologický ústav;with propofol and subsequent management of anesthesia with desflurane (intervention group).
101798;0632/2020;The importance of supporting factors in the recognition of the donor splice site;Freiberger Tomáš, prof. MUDr. Ph.D.;24036;Příjemce;LF;Ústav klin. imunologie a alergolog.;"The aim of the project is to propose and evaluate the clinical relevance of hair cortisol analysis in personalized treatment of specific chronic disorders in the hypothalamohypophysial system. Cortisol levels are often associated with chronic stress and likely play an important role in several psychiatric disorders, including depressive disorder and borderline personality disorder. It may also serve as an effective tool in dose setting, dose adjustment, and monitoring the progression of diseases/disorders related to cortisol production, e.g., Addison's disease, Cushing's syndrome, and/or other specific cases of hypo-/hypercortisolism. Determination of hair cortisol levels, which are longitudinal in nature, may contribute significantly to better outcomes in glucocorticoid replacement therapy or to the correct and early diagnosis of ectopic ACTH secretion in selected tumors. Long-term monitoring of cortisolism by determination of hair cortisol levels is of utmost importance for people with chronic, rare or equivocal diseases/disorders that cannot be easily diagnosed or their course monitored by conventional plasma or urinary cortisol determination. Segmentation of collected hair samples allows retrospective visualization of cortisol levels; therefore, it is an ideal candidate for long-term and objective testing in future diagnosis and monitoring of patients across multiple cohorts."
101750;0614/2020;New Electrophysiological Biomarkers of the Epileptogenic Zone (NOVELIZE);Brázdil Milan, prof. MUDr. Ph.D.;2042;Příjemce-koordinátor;LF;I. neurologická klinika;This multicentre project focuses on clinical research in pharmacokinetics and pharmacogenetics. The project will use multivariate analysis to assess the relationship between treatment response to olanzapine and safety of therapy on the one hand and the following factors: CYP1A2 phenotype, gene polymorphisms of CYP1A2, MDR1, 5HT2A, 5HT2C receptors, HDAC 3,4, as well as cytosine methylation in the 5HT2A receptor gene, plasma levels of olanzapine and its metabolite desmethylolanzapine, cigarette smoking, comedication, gender. At least 200 patients with schizophrenia or schizoaffective disorder treated with olanzapine will be enrolled. The internationally recognised PANSS, CGI and UKU scales will be used as indicators of treatment efficacy and safety. These results will be statistically evaluated in a multivariate model taking into account the above genetic, epigenetic and environmental factors. The results obtained will be used in personalizing pharmacotherapy and early identification of nonresponders to olanzapine treatment.
101572;0580/2020;Physiological functions of apical caspases in chondrogenesis and osteogenesis;Švandová Eva, Mgr. Ph.D.;184576;Příjemce-koordinátor;LF;Ústav histologie a embryologie;The project investigates which types of PDEs are produced in bone and joint tissues and how currently used, but also newly developed, PDE inhibitors could be used to therapeutically manipulate bone and cartilage cells. The data obtained may ultimately help to improve the condition of patients with musculoskeletal diseases and contribute to the treatment of patients with congenital skeletal dysplasia.
101571;0579/2020;Artificial neural networks in the diagnosis of extramedullary disease in multiple myeloma;Ševčíková Sabina, doc. RNDr. Ph.D.;18245;Příjemce;LF;Ústav patologické fyziologie;Prostate cancer is one of the most common cancers in men. Not all cancers have the potential to cause harm to health, but these clinically non-significant cancers make up a significant and increasing proportion with age. Detection of non-significant cancers burdens the health care system and the patient with care that has no positive impact on their health. In current practice, serum prostate-specific antigen (PSA) testing does not distinguish benign hyperplasia and nonsignificant carcinoma from clinically significant cancer and is not suitable for the purpose of full-body screening. Magnetic resonance imaging is currently indicated only in patients at increased risk of cancer and is not used for screening.
101535;0572/2020;Cellular and metabolic drivers of ovarian aging;Vaňhara Petr, doc. RNDr. Ph.D.;43385;Příjemce-koordinátor;LF;Ústav histologie a embryologie; According to a recent Prostagram study, an increased proportion of significant cancers detected by MRI compared to PSA-based screening has been demonstrated. The main aim of the project is to validate these results in the Czech population and to extend the screening model by performing a second round of examinations and new laboratory markers.
101530;0566/2020;Resolving the enigma of dental mesenchymal stem cells;Křivánek Jan, Mgr. Ph.D.;269447;Příjemce;LF;Ústav histologie a embryologie;The aim of the project is to develop an optimal procedure for the diagnosis of MH (Malignant Hyperthermia) in suspected patients by combining genetic testing and IVCT to benefit patients in real time and using modern genetic methods. We have accumulated a unique cohort of patients who have proven MH based on IVCT and as yet unclear or no genetic findings. Using expanded genetic diagnostics (neuromuscular panel or whole-exome sequencing in appropriate families), we ideally want to detect any additional pathogenic variants that might be involved in MH and verify their causality using in vitro functional assays in collaboration with an international facility. We want to deepen the collaboration of all clinical and laboratory units involved in the care of MH patients by creating a shared anonymised patient registry and also to improve the up-to-date information of the general and professional public through a website.
101510;0565/2020;The importance of blood tissue in the initial phase of implantation;Prachár Patrik, doc. MUDr. Ph.D.;45477;Příjemce;LF;Stomatologická klinika;This project aims to investigate the effect of the depth of general anaesthesia
101494;0564/2020;Kinases in cell membrane transport : A key target for the development of effective drugs;Hampl Aleš, doc. MVDr. CSc.;47170;Příjemce;LF;Ústav histologie a embryologie;using bispectral index monitoring on the quality of perioperative
101493;0563/2020;Quantitative cell phase dynamics as a new method for automatic detection of cell death;Balvan Jan, RNDr. Ph.D.;141792;Příjemce-koordinátor;LF;Ústav patologické fyziologie;neurophysiological monitoring in scoliosis surgery. Currently,
101492;0562/2020;RNA molecules in exosomes derived from cancer-associated fibroblasts in head and neck cancer diagnosis and prognosis;Raudenská Martina, Mgr. Ph.D.;42700;Příjemce-koordinátor;LF;Fyziologický ústav;there is no work investigating this issue in more detail. Current
101471;0561/2020;Role of transverse-axial tubular system reduction in cardiac mechanics disruption: a simulation study;Pásek Michal, doc. Ing. Ph.D.;46541;Příjemce-koordinátor;LF;Fyziologický ústav;published work in this field is limited by the small number of patients
101491;0560/2020;Metabolic symbiosis between cancer cells and cancer-associated fibroblasts in head and neck cancer;Masařík Michal, prof. RNDr. Ph.D.;21142;Příjemce-koordinátor;LF;Ústav patologické fyziologie;(units to tens) and does not focus on the effect of
101451;0555/2020;Prostate tumors: the reverse Warburg effect, the relationship between metabolism and cell mechanical properties: propositions for new therapeutic targets?;Gumulec Jaromír, MUDr. Ph.D.;185198;Příjemce;LF;Ústav patologické fyziologie;anaesthetic
101348;0533/2020;Targeting NO and oxidative stress signaling pathways in human and mouse cells to suppress the pathology of Duchenne muscular dystrophy;Rotrekl Vladimír, Mgr. Ph.D.;699;Příjemce;LF;Biologický ústav;depth
101334;0531/2020;Morphogenesis of mammary epithelial branching induced by mechanical force of fibroblasts.;Sumbalová Koledová Zuzana, Mgr. Ph.D.;233399;Příjemce;LF;Ústav histologie a embryologie;per se, but on the influence of individual anaesthetic agents.Perioperative
101320;0528/2020;The endocannabinoid system and the influence of CYP enzymes on metabolic activity;Juřica Jan, doc. PharmDr. Ph.D.;14537;Příjemce;LF;Farmakologický ústav;monitoring of evoked potentials is used to assess the integrity of the spinal cord and the
101329;0518/2020;In stress, cells don't talk: the effect of ER stress on communication via membrane receptors;Krejčí Pavel, RNDr. Ph.D.;101398;Příjemce;LF;Biologický ústav;underlying structures. High-quality neurophysiological monitoring increases
101313;0517/2020;Identification and characterization of proteins involved in metabolism of G-quadruplexes and R-loops and molecular mechanisms of their relationship with replication;Krejčí Lumír, doc. Mgr. Ph.D.;18098;Příjemce-koordinátor;LF;Biologický ústav;perioperative safety and reduces the overall length of surgery. The method of
101310;0512/2020;Design and use of supramolecular structures for electrochemical detection of neuroblastoma metabolites;Babula Petr, prof. PharmDr. Ph.D.;14996;Partner;LF;Fyziologický ústav;monitoring our patients, where the only variable is the depth of
101309;0511/2020;Computational modelling of pulsatile flow in compliant tubes with application to tandem carotid stenosis;Joukal Marek, doc. MUDr. Ph.D.;258796;Partner;LF;Anatomický ústav;anesthesia before the initial skin incision, is unique in its methodology. FN
101308;0509/2020;Study of the effect of peripheral nerve injury on the permeability of the blood-brain barrier;Joukal Marek, doc. MUDr. Ph.D.;258796;Příjemce;LF;Anatomický ústav;Brno is the largest centre for scoliosis surgery in Central Europe
101271;0502/2020;Molecular Mechanisms Maintaining MAPK Optimum in Melanomas Carrying Oncogenic Mutations of the ERK Signaling Pathway;Uldrijan Stjepan, Mgr. CSc.;104691;Příjemce;LF;Biologický ústav;(up to 130 operations per year), which allows us to investigate our hypothesis on a
101228;0494/2020;Environmental contamination by mixtures of non-steroidal anti-inflammatory drugs - acute and chronic exposure of plants;Babula Petr, prof. PharmDr. Ph.D.;14996;Příjemce;LF;Fyziologický ústav;representative sample of patients.
101148;0490/2020;Role of sigma 1 receptor in the regulation of endoplasmic reticulum stress in the heart and brain of the rat with schizophrenia-like phenotype;Nováková Marie, prof. MUDr. Ph.D.;1188;Příjemce;LF;Fyziologický ústav;Non-specific inflammatory bowel disease (IBD) is a group of inflammatory diseases of the digestive tract, the course of which is very heterogeneous, with a full spectrum of manifestations and with variable degree of aggressiveness of the disease. Current knowledge of the pathogenesis of IBD suggests that abnormalities in the composition of the gut microbiota play a significant role in the initiation and development of the inflammation that underlies IBD. A major challenge for gastroenterologists is the early diagnosis of patients with potentially severe IBD. Although some clinical criteria are established to estimate prognosis, they are not sufficient to accurately estimate disease progression or treatment response.
101053;0486/2020;Retinal Organoids: Exploring the Effects of Photo-Stimulation on Human Retina;Bárta Tomáš, Mgr. Ph.D.;106061;Příjemce;LF;Ústav histologie a embryologie; Recently, short non-coding RNAs, termed microRNAs (miRNAs), have been studied as novel factors involved in IBD pathology, including in children. These molecules have been studied as potential biomarkers because of their unique properties as they are easily detectable in tissues and body fluids, are highly tissue and time specific, and their levels are measurable by established laboratory techniques. However, their role and function, particularly in paediatric IBD patients, is not well understood.
101052;0485/2020;The role of normal and mutant huntingtin in neural development;Bohačiaková Dáša, Mgr. Ph.D.;123980;Partner;LF;Ústav histologie a embryologie; The present project is the most extensive analysis of the microbiome and miRNA expression profiling in pediatric IBD patients to date. Comparing the expression profiles and microbiome composition of different subgroups of these patients, both with different diagnoses and with different severity of the disease itself or response to treatment, will allow the creation of diagnostic, prognostic or predictive panels that could be used to diagnose patients with poorer prognosis or treatment response early. The results obtained will increase the knowledge of the interaction of microbial dysbiosis and miRNAs in the pathogenesis of IBD and help to improve both diagnostic and therapeutic approaches.
101008;0476/2020;Missing key data in the draft genome sequences of the causative agents of syphilis and yaws?;Pospíšilová Petra, Mgr. Ph.D.;12972;Příjemce;LF;Biologický ústav;This is a multicentre project in collaboration with the University Hospital Olomouc, University Hospital Olomouc, University Hospital Brno Bohunice, University Hospital U sv. Anny Brno and University Hospital Ostrava with the aim to identify new non-invasive biomarkers for detection and monitoring of patients with glioblastoma multiforme.
100992;0475/2020;Structure-function relationship in fibroblast growth factor signaling;Krejčí Pavel, RNDr. Ph.D.;101398;Příjemce-koordinátor;LF;Biologický ústav; The study will analyse circulating tumour cells in blood and CSF of GBM patients and determine their molecular genetic properties using single-cell NGS methods. In particular, therapeutically actionable molecular targets will be evaluated repeatedly from non-invasive samples.In parallel, proteomic profiles typical of GBM will be analyzed in blood, CSF and now also tear samples by mass spectrometry in order to identify novel non-invasive protein biomarkers to refine diagnosis and especially disease monitoring. Due to the multicentric nature of the study, we plan to recruit approximately 250 GBM patients. The cohort will be divided into screening and validation arms.
100969;0472/2020;Dual effects of substances on the inward rectifier potassium current: mechanism and interspecies comparison (rat versus human);Bébarová Markéta, doc. MUDr. Ph.D.;15000;Příjemce-koordinátor;LF;Fyziologický ústav;" The co-investigator's department (IOM) is fully technically equipped to perform the planned analyses, the methods are implemented and pilot results have already been obtained (CTCs in 10 patients with GBM; proteomic analysis of tears in neurodegenerative diseases). Inclusion in the study will have no impact on the treatment of patients. Patients will be treated according to standards and guidelines common in clinical practice. The only intervention beyond routine care is four collections of small amounts of peripheral venous blood - preoperatively, postoperatively, one week and one month after surgery. CSF collection will be done at surgery, tear collection before surgery and one month after surgery. The project is designed as a prospective and multicentric ."
100988;0470/2020;Molecular mechanism of cilia regulation by CILK1 kinase;Bosáková Michaela, Mgr. Ph.D.;106056;Příjemce;LF;Biologický ústav;CAFEIN. Computer Aided deFEcts and anomaly detection, Identification and classificatioN system to support clinicians in the prediction, prevention and personalized therapies proposal. It would develop AI algorithms to extract features, patterns and develop models for risk prediction and prevention based on digital images and clinical, therapies and genetic data. The proof of concept will be implemented on brain lesion and COVID-19 cases.
