Id;Kód MU;Zahájení;Název projektu;Řešitel (MU);UČO;Ukončení;Role MU;Investor/Program/Podprogram;HS/součást MU;Pracoviště HS/součásti;Další HS/součást MU;Finance pro MU;- měna;Apl. výzkum;Anotace;Příslušné pracoviště MU
33227;MUNI/FR/1458/2015;1.1.2016;Strengthening the practical aspects of teaching internal disciplines to international students;doc. MUDr. Lubomír Křivan, Ph.D.;24031;31.12.2016;Příjemce;MU / FRMU;LF;Interní kardiologická klinika;;58 500;Kč;Ne;The primary cilium is an organelle found on the surface of most cells, where it plays an indispensable role as an antenna transmitting signals from the environment to the cell interior. Defects in primary cilium formation are associated with the development of a number of diseases and developmental defects, collectively called ciliopathies.  ;Odbor pro rozvoj (OPR)
33228;MUNI/FR/1482/2015;1.1.2016;Innovations of Biochemistry II resulting from re-accreditation and the OPTIMED project;doc. RNDr. Josef Tomandl, Ph.D.;47;31.12.2016;Příjemce;MU / FRMU;LF;Biochemický ústav;;99 950;Kč;Ne;Tau tubulin kinase 2 (TTBK2) has recently been identified as a critical initiator of ciliogenesis, and mutations affecting its activity are associated with the development of ciliopathies. However, the current knowledge of how this kinase controls primary cilium formation and how its activity is regulated is completely inadequate.;Odbor pro rozvoj (OPR)
33229;MUNI/FR/1483/2015;1.1.2016;LANCASTER BINOCULAR VISION TEST and its use in teaching in the fields of optics and optometry, orthoptics and further studies in optometry, including the combined form;Mgr. Petr Veselý, DiS., Ph.D.;176573;31.12.2016;Příjemce;MU / FRMU;LF;Kat.optometrie a ortoptiky;;85 250;Kč;Ne; Therefore, in the proposed project, I propose experiments that will undoubtedly contribute to a better understanding of TTBK2 regulation and function.  I expect that the results obtained will help to unravel critical mechanisms involved in primary cilium;Odbor pro rozvoj (OPR)
33249;MUNI/FR/1487/2015;1.1.2016;Innovation of the Biology-seminar course using discussions and voting devices;prof. Ing. Petr Dvořák, CSc.;47260;31.12.2016;Příjemce-koordinátor;MU / FRMU;LF;Biologický ústav;;83 675;Kč;Ne; formation and the cell signaling associated with them, which have the potential to aid in understanding the mechanism of ciliopathies and thus contribute to the potential development of novel therapeutic interventions.;Odbor pro rozvoj (OPR)
33230;MUNI/FR/1509/2015;1.1.2016;E-learning course - Patient Privacy and Healthcare Professional Confidentiality;Mgr. Bc. Michal Koščík, Ph.D.;76882;31.12.2016;Příjemce;MU / FRMU;LF;Ústav veřejného zdraví;;79 000;Kč;Ne;Epithelial-stromal interactions regulate the proper development and homeostasis of the mammary gland, and their deregulation leads to developmental disorders and breast cancer. Fibroblast growth factor (FGF) signaling mediates epithelial-stromal interactions during mammary gland development through the influence of stromal-produced FGFs on the epithelium. The role of FGF signaling in the mammary stroma has not yet been studied. In this study, using innovative 3D cell cultures we have developed, we aim to investigate how FGF signaling in stromal fibroblasts regulates mammary gland development and carcinogenesis. The proposed experiments build on our findings that regulation of fibroblast activity is essential for normal mammary gland development, and our preliminary data that FGF signaling regulates many activities in mammary fibroblasts, including extracellular matrix remodeling and invasion. This research will provide valuable insights into the role of FGF signaling in mammary gland development and breast cancer.  The;Odbor pro rozvoj (OPR)
33231;MUNI/FR/1518/2015;1.1.2016;Pictorial documentation in dental hygiene education;doc. MUDr. Lenka Roubalíková, Ph.D.;70061;31.12.2016;Příjemce-koordinátor;MU / FRMU;LF;Kat.dentální;;70 400;Kč;Ne;goals of this project are to (i) decipher the function of FGF signaling in mammary fibroblasts, (ii) determine how FGF signaling in fibroblasts regulates mammary branching morphogenesis, and (iii) investigate how FGF signaling in fibroblasts is involved in breast cancer.;Odbor pro rozvoj (OPR)
33267;MUNI/FR/1520/2015;1.1.2016;Interactive scripts of theoretical teaching of physiology for the Bachelor's degree in Biomedical Technology and Bioinformatics;Ing. Jana Hrušková, Ph.D.;345402;31.12.2016;Příjemce-koordinátor;MU / FRMU;LF;Fyziologický ústav;;96 000;Kč;Ne;Cellular reprogramming represents a very promising technology for the production of suitable cell types for autologous cell therapy, testing of new drugs, etc. While reprogramming to a fully pluripotent state is a promising approach, it carries a number of limitations in terms of genetic instability, the possibility of tumour formation and many more. Recently, a new concept of changing cell identity has been introduced. The short-term ectopic expression of genes that can dedifferentiate a cell leads to the induction of a plastic state, whereby the cells thus generated can be differentiated into the desired tissue. In this way, functional neurons, blood and other cell types have been generated from fibroblasts. Cell plasticity induction technology is potentially suitable for use in cell therapy, but the introduction of exogenous genes poses a significant risk for clinical use. The main goal of this project is to eliminate genetic manipulation by manipulating microRNA molecules. To this end, we will identify microRNA molecules that are key to inducing cell plasticity and test whether cells dedifferentiated in this way can be transdifferentiated into the desired cell type.;Odbor pro rozvoj (OPR)
33232;MUNI/FR/1524/2015;1.1.2016;Application of oral galvanism examination in the teaching of Conservative Dentistry;MDDr. Julie Bartáková;378870;31.12.2016;Příjemce;MU / FRMU;LF;Stomatologická klinika;;90 500;Kč;Ne;Thanks to the continued work of the Czech representatives in the ESGB and thus the involvement of the Czech Republic in the European developments in the field of clinical microbiology and microbial biofilm, we will have the opportunity to influence the events in one of the world's largest microbiological professional organizations, to participate in the direction of microbiological research or in the program and through membership in the Programme Committee of one of the world's leading microbiological conferences, the European Congress of Clinical Microbiology and Infectious Diseases. The active work of scientists in internationally recognized professional societies increases the prestige not only of individual departments, but also of the Czech Republic as a country supporting international cooperation. By active work of scientists from the Czech Republic involved in organizational and professional positions of the ESGB, we also get the opportunity to participate in the direction and development of the study of biofilm problems. The;Odbor pro rozvoj (OPR)
33268;MUNI/FR/1530/2015;1.1.2016;Repetitorium of Pharmacology - extension of materials for studying pharmacology by e-learning application;Mgr. Jana Kubátová, Ph.D.;222905;31.12.2016;Příjemce;MU / FRMU;LF;Farmakologický ústav;;77 800;Kč;Ne;aim of the presented project is to support the representation of Czech scientists in the Executive Committee of the ESCMID Study Group for Biofilm, which helps to gain contacts and establish cooperation with foreign institutions and supports the representation of the Czech Republic abroad. Participation in the leadership of an international scientific society is perceived as a prestigious issue worldwide.;Odbor pro rozvoj (OPR)
33233;MUNI/FR/1541/2015;1.1.2016;Modernization and preparation of bilingual teaching of first aid, anesthesiology, algesiology and intensive care in the form of PBL/TBL with emphasis on decision-making;prof. MUDr. Petr Štourač, Ph.D., MBA;203027;31.12.2016;Příjemce;MU / FRMU;LF;Klinika dětské anesteziologie;;99 650;Kč;Ne;Funding for this project will allow the Czech Ambassadors to continue their activities in the American Society for Microbiology (ASM). The Ambassadors' activities consist of identifying the needs of microbiologists in their region and proposing the necessary solutions to the ASM International Steering Committee, promoting and explaining the benefits of the ASM to professionals through presentations at major scientific events and university visits, fostering collaboration between the ASM and universities, working with other ASM Ambassadors, and connecting professionals across international borders.;Odbor pro rozvoj (OPR)
33234;MUNI/FR/1552/2015;1.1.2016;Innovation of the teaching of the subject Physiology for the study programme Specialization in Health Care, in the field of Physiotherapy, accredited in Czech and English;Mgr. Jana Svačinová, Ph.D.;223213;31.12.2016;Příjemce;MU / FRMU;LF;Fyziologický ústav;;81 550;Kč;Ne;;Odbor pro rozvoj (OPR)
33235;MUNI/FR/1554/2015;1.1.2016;To improve the quality of teaching in the subject of Paediatric Dentistry by expanding the basic tools for work in endodontics, conservative, prosthetic and surgical dentistry.;MDDr. Michaela Bartošová, Ph.D.;177564;31.12.2016;Příjemce;MU / FRMU;LF;Stomatologická klinika;;100 000;Kč;Ne;The CZECRIN research infrastructure is a national infrastructure providing knowledge, coordination and service support for academic clinical trials (Investigators Initiated Trials, IIT) in accordance with the approved Czech Roadmap of Large Infrastructures for Research, Experimental Development and Innovation. The national infrastructure CZECRIN is formed under the leadership of Masaryk University as a beneficiary and St. Anne's University Hospital in Brno (FNUSA) as another participant in the project. The essence of the CZECRIN infrastructure is close cooperation between academic, research and clinical institutions, which is reflected in the organisation and organisational structure. The basic building units are the University and Clinical Modules. The University Module manages methodological support, coordination and independent monitoring of clinical trials, collection, storage and analysis of clinical data and education in the field of clinical trials, at the same time it is the carrier of research activities in the subject area. Masaryk University is the national contact point with a link to the international ECRIN-ERIC consortium. The University module is synergistically complemented by the Clinical module, which is methodologically managed by FNUSA, whose key function is the identification of patients fulfilling the criteria of clinical trials, with special attention to less early diagnoses requiring broad cooperation of medical institutions. Another function of the Clinical Module is the implementation of clinical trial standards in the legislative context of the Czech Republic and the practical implementation of clinical trials. The two modules together ensure interaction with the regulatory authorities of the Czech Republic. The infrastructure thus covers the whole Czech Republic and is able to provide preparatory, implementation and control activities in the conduct of academic clinical trials and clinical studies in theory at any stage and of any expertise. The national contact point of the CZECRIN infrastructure for foreign countries is Masaryk University, through the Institute of Pharmacology of the Faculty of Medicine, with a link to the international ECRIN-ERIC consortium.;Odbor pro rozvoj (OPR)
33236;MUNI/FR/1556/2015;1.1.2016;Piezoscaler and piezo handpieces for practical periodontology teaching;MDDr. Eva Buchalová;310117;31.12.2016;Příjemce;MU / FRMU;LF;Stomatologická klinika;;89 900;Kč;Ne;Visual training is a clinical procedure to correct or improve non-strabismic binocular dysfunction, oculomotor or accommodative disorders. It is usually a series of exercises performed by the patient under professional supervision. The exercises are carefully planned in advance, taking into account the previous examination and the diagnosis made. Exercises in natural or instrumented space, trial and prismatic lenses, anaglyph or polarisation tests can be used.;Odbor pro rozvoj (OPR)
33255;MUNI/FR/1577/2015;1.1.2016;Monitoring physiological parameters of the cardiovascular system - from theory to clinical practice;MUDr. Veronika Puchnerová;424432;31.12.2016;Příjemce;MU / FRMU;LF;Fyziologický ústav;;84 050;Kč;Ne; Anomalies of binocular vision may include convergence anomaly or insufficiency, accommodation anomaly, oculomotor anomaly or insufficiency and divergence anomaly. The most common symptoms of these anomalies of binocular vision are asthenopic discomfort, headache, general fatigue, blurred or double vision. Very often these symptoms worsen in the evening or when working at close range for a long time.;Odbor pro rozvoj (OPR)
33250;MUNI/FR/1611/2015;1.1.2016;Innovation of study materials - Pathophysiology in images;prof. RNDr. Monika Pávková Goldbergová, Ph.D.;9447;31.12.2016;Příjemce;MU / FRMU;LF;Ústav patologické fyziologie;;97 250;Kč;Ne;The thermal imaging camera has previously proved to the authors of the present project to be a quick and easy method for the verification of ICHDKK in the outpatient clinic of a vascular surgeon or angiologist. This examination allows to verify the patient's subjective discomfort and clinical findings in the form of palpation by pulsations on the periphery of the limb or examination by pencil doppler - by displaying the lack of blood supply to the peripheral tissues as districts with reduced temperature on the feet. However, in the case of first contact with the patient, we are not able at this time to objectify exactly to what extent the vasculature is affected, and what is its capacity for supplying oxygen to the tissues, either for basal trophic support or for the load of muscular work during gait.  ;Odbor pro rozvoj (OPR)
33257;MUNI/FR/1614/2015;1.1.2016;Update of the biophysics course for physiotherapists;Ing. Jiřina Valkovičová;357517;31.12.2016;Příjemce;MU / FRMU;LF;Biofyzikální ústav;;74 200;Kč;Ne;Our aim is to move the thermographic examination method of the ICHDKK patient from a purely verification method to an objectification method, by which physicians would be able to quickly and unencumbered investigate the capacity of the arterial supply to the patient's limbs by performing stress tests directly in the outpatient clinic at first contact. The method is mainly aimed at patients with early ICHDKK in Fontaine stages I and II (mild to moderate claudication), for whom this method could be a sufficient verification tool, and thus, when correlated with clinical findings, it would be possible to delay the CT scan until the patient meets the indication criteria for interventional procedures (reduction of radiation load, contraindication of iodine contrast agents due to patient's allergy).;Odbor pro rozvoj (OPR)
34084;MUNI/M/1322/2015;1.3.2016;Analysis of gastrointestinal microbiome in patients with primary immune deficiencies;prof. MUDr. David Šmajs, Ph.D.;1116;31.12.2018;Příjemce-koordinátor;MU / GA MU / INTERDISCIPLINARY;LF;Biologický ústav;FI, CEITEC;4 983 125;Kč;Ne; The aim of this study is to develop a functional protocol for stress testing so that it can be used quickly and efficiently in the outpatient setting. Another aim is to confirm the hypothesis of changes in peripheral limb blood flow after different types of stress and the possibility of capturing these changes using a thermal imaging camera.;Odbor výzkumu (OV)
34604;MUNI/11/II.pilir/110513/2016;1.4.2016;Pillar II - workplace 110513;prof. Ing. Petr Dvořák, CSc.;47260;31.12.2016;Příjemce;MU / Interní projekty LF;LF;Biologický ústav;;4 813 958;Kč;Ne;The project focuses on the detection and identification of nosocomial pathogens (multidrug-resistant entrobacteria and pseudomonads, pathogenic yeasts, methicillin-resistant S. aureus, etc.) and less common nosocomial agents (C. dubliniensis, C. parapsilosis, Propionibacterium acnes, etc.) and possibly probiotic bacteria. These microorganisms pose a significant risk to patients with compromised immunity. The rapid and reliable identification of these microorganisms and monitoring of their clonality, as well as the detection of virulence factors, are crucial for the implementation of effective preventive measures and the choice of appropriate therapeutic approaches. The project addresses comprehensively the issue of diagnosis of nosocomial infections caused by these microorganisms, with emphasis on optimisation of diagnostic schemes as well as the design and validation of new identification and typing methods, including molecular biology techniques and methods based on capillary electrophoresis, Raman spectrometry and mass spectrometry. The clinical relevance of the agents under investigation will also be assessed by monitoring their prevalence and demonstrating the presence of virulence factors and biofilm formation. The project also includes the search for new preventive and therapeutic approaches for these infections, in particular monitoring the efficacy of probiotics, the use of antimicrobial agents effective against microbial biofilms and the antibacterial properties of modified surfaces of medical devices.;Nespecifikováno (NES)
34628;MUNI/11/II.pilir/110517/2016;1.4.2016;Pillar II - workplace 110517;doc. MVDr. Aleš Hampl, CSc.;47170;31.12.2016;Příjemce;MU / Interní projekty LF;LF;Ústav histologie a embryologie;;2 728 810;Kč;Ne;Haematological malignancies are common cancers. They usually have a rapid and aggressive course and thus significantly affect the life of the patient, his surroundings and family. Therefore, the main goals of care for such affected persons include the complete eradication of the disease if possible or at least the achievement of long-term remission so that the patient can return to his/her previous way of life as much as possible.;Nespecifikováno (NES)
34585;MUNI/11/II.pilir/2016;1.4.2016;Pillar II - workplace 110212;prof. MUDr. Jiří Mayer, CSc.;212;31.12.2016;Příjemce;MU / Interní projekty LF;LF;Interní hematol.a onkol.klinika;;1 266 232;Kč;Ne; From this point of view, not only early recognition of the disease, but also its accurate diagnosis and the subsequent administration of appropriate therapy seem to be very important. A great promise for the future is the pursuit of personalised medicine, where treatment is tailored to the patient, thus minimising its side effects.;Nespecifikováno (NES)
33086;MUNI/11/51076/2015;1.1.2016;Colicin FY and its probiotic potential for the treatment of yersiniosis in humans - phase 2;prof. MUDr. David Šmajs, Ph.D.;1116;31.12.2016;Příjemce;MU / Interní projekty CTT;LF;Biologický ústav;;799 000;Kč;Ano; During the course of therapy, infectious complications often occur and very often cause death. It is therefore essential to identify the infectious agent early and correctly and to administer effective treatment.;Nespecifikováno (NES)
38604;MUNI/11/7182/2016;13.1.2016;DAR-LF-110321-Takeda-7182-support for computerization of studies. materials;prof. MUDr. Jaroslav Štěrba, Ph.D.;348;31.12.2020;Příjemce;MU / Virtuální projekty;LF;Klinika dětské onkologie;;;€;Ne;"Epilepsy and its psychiatric comorbidities represent a serious neurological disease that significantly affects the life of the patient and his/her surroundings. Some patients develop epilepsy as a result of epileptogenic insult. This insult triggers a process of epileptogenesis consisting of a series of molecular, cellular and structural changes. A deeper knowledge of these processes will allow the identification of biomarkers suitable for the search and evaluation of new therapeutic and diagnostic approaches leading to the prevention of epilepsy or epileptic comorbidities. Despite considerable progress in this area, the processes leading to the development of epilepsy (epileptogenesis) are not well understood. Recent studies have demonstrated an association between changes in microRNA (miRNA/miR) expression and pathophysiological changes in epilepsy patients and animal laboratory models. miRNAs thus represent a suitable candidate for a potential biomarker of epileptogenesis. The project ""miRNA as a biomarker of mesiotemporal epilepsy"" will focus on the search for changes in miRNA expression in patients with mesiotemporal temporal lobe epilepsy (MTLE), the most commonly occurring subtype of epilepsy. In order to find a new specific biomarker of epilepsy, miRNA profiles in epileptic tissue and body fluids will be analyzed using a novel sensitive miQPCR method. The information obtained from miRNA quantification will be complemented by analysis of RNA editing, which may largely influence miRNA function.";Nespecifikováno (NES)
36818;MUNI/11/7290/2016;15.1.2016;DAR-LF-110130-Česká spořitelna-7290-financial donation to support Prof. Fassmann's participation at the conference in Barcelona 02/2017;prof. MUDr. Lydie Izakovičová Hollá, Ph.D.;734;30.06.2017;Příjemce;MU / Virtuální projekty;LF;Stomatologická klinika;;;€;Ne;The project builds on projects with a similar title and content that were carried out in the academic years 2011-15. It is aimed at supporting the scientific activities of seven PhD students who are involved in research conducted at the Institute of Biochemistry. The common denominator is the contribution of chemical and biochemical methodologies to the recognition of the molecular basis of cellular processes.;Nespecifikováno (NES)
36789;MUNI/11/7291/2016;3.8.2016;DAR-LF-110127-Eisai-7291-support for participation in professional events in the field of epilepsy and neuroscience;prof. MUDr. Milan Brázdil, Ph.D.;2042;31.12.2020;Příjemce;MU / Virtuální projekty;LF;I. neurologická klinika;;;€;Ne;"The project includes four separate doctoral projects, which are complementary and are part of a comprehensive research focus on neuropathic pain. The aim of 1. subproject is to use a newly validated diagnostic method - corneal confocal microscopy (CCM) for the detection of small fiber neuropathy (SFN) in painful diabetic neuropathy (pDPN) and chemotherapy-induced polyneuropathy in comparison with other already standardized methods, in particular skin biopsy (intraepidermal nerve fibre density determination - IENFD), quantitative susceptibility testing (QST) and Contact Heat Evoked Potentials (CHEPS).  - Further CCM. Another sub-project will look for new biomarkers of chemotherapy induced polyneuropathy (CIPN) including the painful form in hematological malignancies - hereafter CINP. The next subproject will aim to continue to investigate mechanisms of sensory and algic perception and endogenous inhibition and facilitation of pain using QST and its dynamic applications (dQST): conditioned pain modulation""(CMP) and ""Temporal summation"" (TS), specifically by investigating the effect of the menstrual cycle in women on pain perception - henceforth QST. The last sub-project will investigate reproductive disorders in patients with multiple sclerosis (MS), including the influence of neuropathic pain and neuropsychological aspects - hereafter RS. All projects will use methodologies and tests useful in the diagnosis and investigation of the pathophysiology of neuropathic pain that have been validated in previous Specific Research projects, in particular skin biopsy, QST, dQST, CCM, CHEPS and neuropsychological tests focusing on anxiety, depression and pain catastrophizing.";Nespecifikováno (NES)
36790;MUNI/11/7292/2016;30.8.2016;DAR-LF-110127-DESITIN PHARMA-7292-support of scientific and educational activities;prof. MUDr. Milan Brázdil, Ph.D.;2042;31.12.2020;Příjemce;MU / Virtuální projekty;LF;I. neurologická klinika;;0;Kč;Ne;In recent decades, modern diagnostic procedures and imaging-guided interventions have made major advances in the treatment of cancer patients. Not only diagnostic imaging methods have undergone improvements, but also parallel techniques of invasive endovascular or intratumoral treatment. Advances in diagnostics allow searching for malignant disease in its early stages, allow more detailed characterization of the patient's diseased tissue, and provide information about the individual characteristics of a particular lesion. The integration of the findings of these new diagnostic methods into the patient's therapeutic plan enables the individualization of treatment procedures in modern oncology. The use of these modern methods can make the results more accurate and faster, but it can also be a source of additional costs for the healthcare system.;Nespecifikováno (NES)
36822;MUNI/11/7294/2016;22.9.2016;DAR-LF-110516-Kazda Stanislav-7294-insurance cl. rating Gabaneubol and related payments;doc. MUDr. Regina Demlová, Ph.D.;24063;31.12.2019;Příjemce;MU / Virtuální projekty;LF;Farmakologický ústav;;;€;Ne; The aim of the project is to evaluate the pharmacoeconomic efficiency of diagnostic and interventional procedures used at our department, especially in the spectrum of evaluation of solid lesions of parenchymal organs. Another aim is to evaluate the contribution of new imaging methods and minimally invasive radiological techniques in the treatment of specific diseases of benign and malignant nature. The sub-objective is to compare the cost-effectiveness of cancer interventional methods with standard widely available cancer treatments. A secondary aim is to develop local practices and standards in the use of these specific methods. The project also includes the evaluation of some interventional methods that are not therapeutic but are quite fundamentally involved in the treatment of the patient (e.g. percutaneous biopsy, choledochoscopy, 3D navigation ultrasound-guided interventions).;Nespecifikováno (NES)
36811;MUNI/11/7295/2016;29.9.2016;DAR-LF-110127-Medtronic-7295-support of scientific and educational activities in the field of neurology (deepening education);prof. MUDr. Milan Brázdil, Ph.D.;2042;31.12.2020;Příjemce;MU / Virtuální projekty;LF;I. neurologická klinika;;;€;Ne;Although the comparison of the anti-tumour effect of oncological interventions is addressed in many publications, there is only partial information in the world literature on the pharmacoeconomic effectiveness of these specific treatment methods. The project is directly related to a specific research project carried out in 2013 at our clinic within the framework of the projects of the Faculty of Medicine of Masaryk University.;Nespecifikováno (NES)
36825;MUNI/11/7296/2016;1.10.2016;DAR-LF-110515-League Against Cancer Prague-7296-support for the project NON-SMOKING HOMES;prof. MUDr. Bc. Zuzana Derflerová Brázdová, DrSc.;923;30.06.2017;Příjemce;MU / Virtuální projekty;LF;Ústav veřejného zdraví;;;€;Ne;In recent decades, with the development of modern technologies and scientific progress, there has been an exponential accumulation of knowledge in medicine and biomedicine. Advances in molecular and cellular biology are fundamental, leading to the application of new diagnostic and therapeutic procedures as well as preventive applications. Research topics in basic research aimed at modelling and elucidating the aetiopathogenesis of human diseases can thus directly influence future diagnostic and therapeutic procedures.;Nespecifikováno (NES)
36629;MUNI/11/7621/2016;7.4.2016;DAR - LF- 110516 - NF Krtek - 7621-Support for the production of countermeasures. vaccines;doc. MUDr. Regina Demlová, Ph.D.;24063;29.05.2020;Příjemce;MU / Virtuální projekty;LF;Farmakologický ústav;;0;Kč;Ne;;Nespecifikováno (NES)
37308;MUNI/11/7622/2016;14.6.2016;DAR-LF-110321-NF KRTEK-7622-elektroniz.;prof. MUDr. Jaroslav Štěrba, Ph.D.;348;31.12.2020;Příjemce;MU / Virtuální projekty;LF;Klinika dětské onkologie;;;€;Ne; The primary goal of this project is to generate new scientific information from biomedically oriented research topics that have the potential to elucidate the nature of human disease. This will involve the application of molecular biology, molecular genetics and cell biology methods. The research will involve independent scientific teams of the Institute of Biology of the Faculty of Medicine of MU with different research topics and tools, which will have a scientific quality of at least European level and at the same time the potential for downstream translational medical research, as it is carried out within the Faculty of Medicine of MU.;Nespecifikováno (NES)
37295;MUNI/11/7623/2016;1.9.2016;DAR-LF-110516-NF KRTEK-7626-SIOP EPENDYMOMA II;doc. MUDr. Regina Demlová, Ph.D.;24063;31.08.2026;Příjemce;MU / Virtuální projekty;LF;Farmakologický ústav;;;€;Ne;;Nespecifikováno (NES)
33830;ROZV/07/2016;1.1.2016;Support for international cooperation of Masaryk University;PhDr. Jan Pavlík;1652;31.12.2016;Příjemce;MŠMT ČR / Rozvojové programy;CZS;Centrum zahraniční spolupráce;LF, FF, PrF, FSS, PřF, FI, PdF, FSpS, ESF;;Kč;Ne; Another important goal of this project is the scientific training of master and doctoral students to work in key research areas and with an emphasis on the mastery of modern research and diagnostic techniques. Emphasis will be placed on technically challenging education directly in research laboratories coupled with mastery and development of modern research techniques and mutual transfer of laboratory experience, skills and knowledge. Students will also be guided in the preparation and planning of experimental work and the analysis and interpretation of scientific results. They will also be guided to improve their ability to present their results to professional and lay audiences.;Odbor pro rozvoj (OPR)
33831;ROZV/08/2016;1.1.2016;Improving conditions for the activities of distinguished MU academics;PhDr. Jan Pavlík;1652;31.12.2016;Příjemce;MŠMT ČR / Rozvojové programy;CZS;Centrum zahraniční spolupráce;LF, FF, PrF, FSS, PřF, FI, PdF, FSpS, ESF, CJV;;Kč;Ne;The project will map the presence of Clostridium difficile bacteria and their toxins in the stool of paediatric patients with and without gastrointestinal tract disease. Comparison of the study groups will help to determine the clinical significance of positive findings.;Odbor pro rozvoj (OPR)
33836;ROZV/16/2016;1.1.2016;Support for the sustainability of projects of the operational programmes of the previous programming period, preparation for the new programming period;Ing. Soňa Janíková;112747;31.12.2016;Příjemce;MŠMT ČR / Rozvojové programy;RMU;Odbor pro rozvoj;LF, FF, PrF, FSS, PřF, FI, PdF, FSpS, ESF, CEITEC, Teiresiás, CJV;;Kč;Ne;Humoral immunity disorders, both specific and nonspecific, are the most common primary and secondary immunodeficiencies in the Caucasian population. The proposal is related to the project MUNI/A/1182/2014 -Some laboratory and clinical aspects of humoral immunodeficiencies, and focuses on the complement system disorder hereditary angioedema (HAE) and antibody production disorders. In the area of HAE, we plan to continue our ongoing work on the importance of granulocyte activation in this disease. We will also monitor some clinical aspects of this disease, especially response to treatment (Dr R. Hakl, Dr E. Hlaváčková). In the molecular genetic part of the project we will analyse data from massive parallel whole exome sequencing in 2 families with clinical diagnosis of HAE, in which no causal mutation in SERPING1 or coagulation factor XII gene was detected, and we will continue to analyse the regions of SERPING1 gene that are important for regulation of mRNA splicing and C1 inhibitor expression (Mgr. T. Kováčová, Mgr. K. Novanská). In the part dealing with antibody immunodeficiencies we plan to continue the project of determining the stool microbiome in patients with agamaglobulinemia of the common variable immunodeficiency (CVID) and selective IgA deficiency (IgAD) type using the next generation sequencing method. In patients with these diagnoses, a key mucosal IgA antibody is missing in the gastrointestinal tract mucosa, which may affect the composition of the gut microbiota and the development of infections and other enteropathies that CVID patients often suffer from.  (Mgr. K. Fiedorová, Mgr. Iva Kotásková). We will also look at the influence of sequence changes in the BTK gene (whose defect causes the primary defect in antibody production) on the regulation of mRNA splicing. We will also study some clinical and laboratory aspects of secondary immunodeficiency that develops in patients after corrective surgery of left ventricular hypoplasia and in paediatric patients after rituximab treatment (Dr. E. Hlaváčková). As a form of outputs we expect mainly a presentation at conferences, but also a publication on secondary hypogammaglobulinemias in childhood (after reconstructive cardiac surgery or a review publication on secondary hypogammaglobulinemias in childhood) (Dr. Hlaváčková).;Odbor pro rozvoj (OPR)
34165;ROZV/24/LF/2016;1.1.2016;LF - Contribution IP 2016;prof. MUDr. Jiří Mayer, CSc.;212;31.12.2016;Příjemce;MŠMT ČR / Rozvojové programy;LF;Děkanát;;8 877 000;Kč;Ne;With the current and future demographic development, it is inevitable to pay maximum attention to preventive activities to support successful ageing and prevent the loss of self-sufficiency of the elderly. The project focuses on different directions of long-term prevention of multimorbidity as a factor significantly accelerating the development of dependence of the elderly and deterioration of their quality of life. One of the complex factors is vitamin D, whose low level influences, among other things, the sensitivity of tissues to insulin and thus the state of diabetes compensation, including the development of chronic complications of diabetes. Another factor that significantly compromises the independence of the elderly is falls, the possible aetiology of which is very broad, ranging from cervical spondylosis to arrhythmias and autonomic dystonia to neuromuscular dyscoordination, again with a possible involvement of vitamin D.;Odbor pro rozvoj (OPR)
38324;1121/00001/16;1.1.2016;Finding the optimal way to demonstrate the long-term effects of spa treatment in patients with indications according to the Annex to Act No. 48/1997 on Public Health Insurance, the so-called Indication List for Spa Care, as amended;MUDr. Zuzana Nováková, Ph.D.;2702;31.12.2017;Příjemce;OT / Ostatní nadace/fondy tuzemské;LF;Fyziologický ústav;;150 000;Kč;Ne; A very fragile area is the period of transition from curative to palliative therapy, especially in non-cancer patients. Pharmacotherapy and especially compliance and adherence are also significant risks of loss of self-sufficiency. On the other hand, attention should be paid to over-the-counter drugs, especially steroids, because of their numerous adverse side effects.;Odbor pro rozvoj (OPR)
34045;16-28040A;1.4.2016;Long-term effects of gestational diabetes mellitus on the metabolic health of early postpartum women: the importance of new diagnostic criteria;prof. MUDr. Kateřina Kaňková, Ph.D.;2524;31.12.2019;Příjemce-koordinátor;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Ústav patologické fyziologie;;7 502 000;Kč;Ano;The aim of this project is to investigate the etiopathogenesis, diagnosis and treatment of selected pathological conditions in the oral cavity using modern imaging, microbiological and molecular biological methods.;Odbor výzkumu (OV)
34284;16-29614A;1.4.2016;Comparison of the efficacy of colonic capsule endoscopy and optical colonoscopy in subjects with a positive immunochemical test for fecal occult bleeding;RNDr. Ondřej Májek, Ph.D.;150629;31.12.2020;Partner;MZdrav ČR / Zdravotnický aplikovaný výzkum 2015 - 2022;LF;Inst.biostatistiky a analýz;;1 796 000;Kč;Ne;Acute otitis media (OMA) is one of the most common diseases of childhood, and it is estimated that up to 2/3 of all children will have at least one otitis by the age of two. In adulthood, otitis media manifests mainly as a group of chronic inflammations. According to statistics from the USA, the costs associated with the treatment of otitis media in children amount to about 2.5 billion dollars per year. The seriousness of this disease and the necessity to address it in all contexts led to the creation of this project, which aims to bring new knowledge about predisposing factors, diagnosis, therapy and management of the consequences of otitis media in children at risk groups - premature, immunocompromised and children with cleft palate and facial defects - based on the research activities carried out at the Department of Pediatric ENT of the Medical Faculty of Masaryk University. These findings will contribute to improved health care and more effective management of otitis media.;Odbor výzkumu (OV)
